Sample_ID,Siders.Pond,MC1.D0H20.D01,MC1.D10H11.D01,MC1.D15H11.D01,MC1.D16H11.D1,MC1.D17H15.D1,MC1.D18H18.D1,MC1.D19H20.D1,MC1.D21H11.D10,MC1.D21H19.D10,MC1.D22H19.D10,MC1.D22H9.D10,MC1.D23H13.D10,MC2.D0H20.D01,MC2.D6H19.D01,MC2.D9H11.D01,MC2.D10H12.D01,MC2.D15H11.D01,MC2.D16H11.D1,MC2.D17H15.D1,MC2.D18H18.D1,MC2.D19H20.D1,MC2.D21H11.D10,MC2.D21H19.D10,MC2.D22H9.D10,MC2.D23H13.D10,Max Rel Abun.,Kingdom,Phylum,Class,Order,Family,Genus
ASV_498,0,0,0.145904126,0,0,0,0,0,0,0,0,0,0,0,0,0.065354981,0,0,0,0,0,0,0,0,0,0,0.145904126,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_362,0,0,0,0.144453132,0.074878323,0.013951282,0,0,0,0,0,0,0,0,0,0,0.009409993,0,0,0,0,0,0,0,0,0,0.144453132,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA
ASV_271,0,0,0.143984335,0.00662629,0,0,0.002718795,0.003111549,0,0.001534888,0,0,0,0,0.08735385,0.091152999,0.029406229,0.116524529,0.003069627,0,0.002305542,0.002748253,0.021809431,0.00987378,0.007908548,0.016054991,0.143984335,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
ASV_224,0,0,0.009598956,0,0.003743916,0.009300855,0.00543759,0.006223098,0,0.006651181,0.001150596,0,0.00200775,0,0,0,0.003528748,0,0,0,0.004034698,0.008244759,0.076709032,0.142346998,0.052484003,0.079085698,0.142346998,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001729156,0.003435316,0.093254117,0.142346998,0.082680279,0.045191827,0.142346998,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
ASV_348,0,0,0.142064543,0,0,0,0,0,0,0,0,0,0,0,0.075258702,0.116951018,0,0.060795407,0,0,0,0,0,0,0,0,0.142064543,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005881246,0,0,0.00194909,0.004611084,0.007557696,0.10152666,0.141524183,0.056078798,0.044597198,0.141524183,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_191,0,0,0,0,0.040247098,0.048364445,0.039422528,0.018669294,0.02847977,0.024046579,0.020998372,0.024530362,0.015775178,0,0,0,0.070574951,0,0.140435427,0.008446056,0.005187469,0.004809443,0.019553283,0,0,0,0.140435427,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_262,0,0,0,0,0.007487832,0.009300855,0.007476686,0,0,0,0,0,0,0,0,0,0.008233744,0.018576374,0,0.006496966,0.005187469,0.007557696,0.047379108,0.139878553,0.038104824,0.029136836,0.139878553,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_418,0,0,0.138224961,0.066262905,0.024335455,0.012091111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138224961,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
ASV_487,0,0,0.138224961,0,0,0,0,0,0,0,0,0,0,0,0.033597635,0,0,0,0.018417761,0,0,0,0,0,0,0,0.138224961,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_590,0,0,0.138224961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138224961,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus_Methylopumilus
ASV_534,0.137205111,0.004293688,0,0,0,0,0,0,0,0,0,0,0,0.014935776,0.005375622,0.003439736,0,0,0,0,0,0,0.009776641,0,0,0,0.137205111,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_409,0.137205111,0.02576213,0,0,0,0,0,0,0,0,0,0,0,0.02489296,0.030909824,0.04127683,0.007057495,0.023642658,0,0,0.005763855,0.00618357,0,0,0,0,0.137205111,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
ASV_501,0.135157274,0.068699012,0,0,0,0,0,0,0,0,0,0,0,0.074678881,0,0,0,0,0,0,0,0,0,0,0,0,0.135157274,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea
ASV_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130563659,0,0,0,0.005763855,0.014428329,0.125592239,0.071584906,0.067582141,0.032109983,0.130563659,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_392,0,0,0.130545797,0.046384033,0.021527518,0.026972479,0.022430059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130545797,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_274,0,0,0,0,0,0,0.002039096,0.005185915,0.001636768,0.003581405,0.003164138,0,0.003155036,0,0,0,0,0,0,0,0,0.001374127,0.036098368,0.130004772,0.060392552,0.02556906,0.130004772,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_576,0.034813237,0.128810648,0,0,0,0,0,0,0,0,0,0,0,0.074678881,0,0,0,0,0,0,0,0,0,0,0,0,0.128810648,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA
ASV_233,0,0,0.011518747,0.005301032,0,0,0,0.004148732,0,0,0,0,0,0,0,0,0.005881246,0,0.00230222,0.00389818,0.008069397,0.008931823,0.038354516,0.128359142,0.048170249,0.115952715,0.128359142,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_500,0,0,0,0,0,0.012091111,0.003398494,0,0,0,0,0,0,0,0.127671012,0,0,0,0,0,0,0,0,0,0,0,0.127671012,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
ASV_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118263674,0.127270226,0,0.114835768,0,0,0,0,0,0,0,0,0.127270226,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_527,0,0,0.126706214,0.037107227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126706214,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
ASV_425,0,0,0.126706214,0,0,0,0,0,0,0,0,0,0,0,0.022846392,0.058475509,0,0.069239213,0,0,0,0,0,0,0,0,0.126706214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum
ASV_267,0,0,0,0,0.006551853,0.022322051,0.008156385,0,0,0,0,0,0,0,0,0,0,0,0.00920888,0.02663756,0.02420819,0.022673088,0.031586072,0.124245067,0.028039399,0,0.124245067,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
ASV_361,0,0,0.036476031,0,0,0,0,0,0,0,0,0,0,0,0.020158581,0.12383049,0.005881246,0.109769484,0.00690666,0.00389818,0,0,0,0.015633485,0,0.002378517,0.12383049,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041661067,0.12383049,0.010586243,0.045596555,0.008441474,0.011044842,0.005763855,0.008244759,0,0.017279115,0,0,0.12383049,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_577,0,0,0.122866632,0.010602065,0.004679895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122866632,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029565919,0,0.010586243,0.070927974,0.016882947,0.018841201,0.021902648,0.015115392,0.121831992,0.055951421,0.099935294,0.061246819,0.121831992,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Parafrigoribacterium
ASV_352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030909824,0.101472207,0.05645996,0.121590813,0.009976287,0.007146663,0,0,0,0,0,0,0.121590813,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039858615,0.055951421,0.120785103,0.0344885,0.120785103,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV_201,0,0,0,0.025179904,0.119805316,0.08835812,0,0,0.01964122,0.026604725,0.010355361,0.11434314,0.008031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119805316,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_256,0,0,0,0,0,0,0,0.008297464,0,0,0,0,0,0,0,0.012039075,0.023524984,0,0,0.007796359,0.006916626,0.011680076,0.066932391,0.116016917,0.031634194,0.052922008,0.116016917,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115575863,0.020638415,0,0,0,0,0,0,0.008272543,0,0,0,0.115575863,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_248,0,0,0,0,0.046798952,0.113470428,0.053016503,0.009334647,0.010475318,0.020465173,0.014094798,0.011078228,0.011759678,0,0,0,0,0,0,0,0,0,0,0.01151941,0,0,0.113470428,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
ASV_366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073914796,0.111791414,0,0.055729123,0,0,0,0,0,0.018924745,0,0.019622767,0.111791414,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_255,0.018430537,0,0,0.104695389,0.011231748,0,0,0,0,0,0,0,0,0,0.041661067,0.058475509,0.111743672,0.064172929,0,0,0,0.004809443,0.010528691,0.042786381,0.029477317,0.016054991,0.111743672,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_614,0.0327654,0.111635895,0,0,0,0,0,0,0,0,0,0,0,0.062232401,0,0,0,0,0,0,0,0,0,0,0,0,0.111635895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_617,0,0.111635895,0,0,0,0,0,0,0,0,0,0,0,0.099571841,0,0,0,0,0,0,0,0,0,0,0,0,0.111635895,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_550,0.034813237,0.111635895,0,0,0,0,0,0,0,0,0,0,0,0.107039729,0,0,0,0,0,0,0,0,0,0,0,0,0.111635895,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV_455,0,0,0.047994778,0.045058775,0.006551853,0,0,0,0,0,0,0,0,0,0,0,0.009409993,0.109769484,0,0,0,0,0,0,0,0,0.109769484,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Imperialibacter
ASV_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006755045,0,0.008446056,0.012104095,0.022673088,0.044370911,0.109434397,0.046013373,0.02556906,0.109434397,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV_524,0,0,0.109428094,0.007951549,0,0.007440684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658252,0,0.010108698,0.109428094,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_400,0,0,0.069112481,0,0,0,0,0,0,0,0,0,0,0,0.021502486,0.106631811,0,0.072616736,0,0.012993932,0,0,0,0,0,0,0.106631811,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_654,0.106487549,0.008587377,0,0,0,0,0,0,0,0,0,0,0,0.01244648,0,0,0,0,0,0,0,0,0,0,0,0,0.106487549,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
ASV_420,0.098296199,0.008587377,0,0.005301032,0,0,0,0,0,0,0,0,0,0.009957184,0.106168526,0.022358283,0,0,0,0,0,0,0,0.00493689,0,0.002378517,0.106168526,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales_fa,NA
ASV_160,0,0,0,0.106020648,0.096405841,0.093938633,0.073407466,0.091272105,0.021605342,0.055255968,0.073925775,0.041543355,0.05679064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106020648,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV_581,0.104439712,0.030055818,0,0,0,0,0,0,0,0,0,0,0,0.014935776,0.016126865,0,0,0,0,0,0,0,0,0,0,0,0.104439712,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_402,0,0,0.103668721,0.029155678,0.008423811,0.008370769,0,0,0,0,0,0,0,0,0,0.067074849,0,0.070927974,0,0,0,0,0,0,0,0,0.103668721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
ASV_642,0,0,0.103668721,0,0.007487832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103668721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_268,0,0,0.103668721,0.058311356,0.02901535,0.066036069,0.084962345,0.056007883,0.003273537,0.006139552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103668721,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_520,0.094200524,0.103048519,0,0,0,0,0,0,0,0,0,0,0,0.067210993,0,0,0,0,0,0,0,0,0,0,0,0,0.103048519,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_514,0,0,0.10174893,0,0,0,0,0,0,0,0,0,0,0,0,0.084273528,0,0,0,0,0,0,0,0,0,0,0.10174893,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_358,0,0,0,0,0,0,0,0,0,0,0,0,0.006310071,0,0.03494154,0,0,0,0,0,0,0,0,0,0,0.101681612,0.101681612,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_572,0.100344037,0.047230571,0,0,0,0,0,0,0,0,0,0,0,0.047296625,0,0,0,0,0,0,0,0,0,0,0,0,0.100344037,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV_325,0,0,0.099829139,0.014577839,0.008423811,0,0,0,0,0,0,0,0,0,0.01747077,0,0.031758728,0.01351009,0.00690666,0,0,0,0.017297135,0.059242681,0.028758358,0.002378517,0.099829139,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_621,0.053243775,0,0,0,0,0,0,0,0,0,0,0,0,0.099571841,0,0,0,0,0,0,0,0,0,0,0,0,0.099571841,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
ASV_220,0,0,0.01727812,0.022529388,0.061774616,0.099519146,0.08224355,0.035264222,0.01604033,0.015860509,0.010930659,0.018199946,0.010899214,0,0,0,0,0,0,0,0,0,0,0.013987855,0,0,0.099519146,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_381,0.026621887,0,0.013438538,0,0,0,0,0,0,0,0,0,0,0.019914368,0.099448999,0.042996698,0.018819987,0.032086465,0,0,0,0,0.004512296,0.00658252,0.010065425,0.002973147,0.099448999,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
ASV_694,0,0.09875483,0,0,0,0,0,0,0,0,0,0,0,0.064721697,0,0,0,0,0,0,0,0,0,0,0,0,0.09875483,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04
ASV_172,0,0,0,0.049034549,0.071134407,0.084637778,0.09855632,0.09645802,0.014403562,0.060372262,0.011793606,0.00791302,0.015488356,0,0,0,0.023524984,0,0.016882947,0.010395145,0,0.004809443,0.035346319,0.033735416,0.035947947,0.031515353,0.09855632,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_546,0.098296199,0.090167454,0,0,0,0,0,0,0,0,0,0,0,0.047296625,0,0,0,0,0,0,0,0,0,0,0,0,0.098296199,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum
ASV_456,0,0,0.011518747,0,0,0,0,0,0,0,0,0,0,0,0.098105093,0.048156302,0,0.037152748,0,0,0,0,0.007520493,0,0,0,0.098105093,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter
ASV_615,0,0,0.097909347,0.02120413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097909347,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_297,0,0,0.005759373,0.00662629,0.000935979,0.000930085,0.003398494,0.003111549,0,0.004604664,0,0.002769557,0,0,0,0,0,0,0,0,0.001729156,0.00618357,0.019553283,0.046900456,0.023725645,0.097519207,0.097519207,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
ASV_236,0,0,0,0,0.001871958,0.005580513,0.002718795,0.004148732,0.00360089,0.022511691,0.006040628,0.013452134,0.004875964,0,0,0,0.017643738,0,0.00690666,0.009095752,0.002881927,0,0.060915996,0.032912601,0.097059458,0.035677758,0.097059458,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016126865,0.096312603,0,0.082749303,0,0,0,0,0,0,0,0,0.096312603,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a_marine_group
ASV_287,0,0,0,0.00662629,0.002807937,0.006510598,0.01087518,0.008297464,0,0.005627923,0,0,0.000860464,0,0,0,0,0,0,0.00194909,0.012680481,0.030230785,0.013536888,0.096269357,0.034510029,0.02556906,0.096269357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_588,0.096248362,0.034349506,0,0,0,0,0,0,0,0,0,0,0,0.034850144,0,0,0,0,0,0,0,0,0.003008197,0,0,0,0.096248362,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_686,0,0,0.095989556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095989556,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter
ASV_507,0,0,0.095989556,0.013252581,0,0,0,0,0,0,0,0,0,0,0.044348878,0.00859934,0,0.015198852,0,0,0,0,0,0,0,0,0.095989556,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
ASV_299,0,0,0.044155196,0.095418583,0.033695245,0.018601709,0,0.005185915,0,0.010232587,0.001725894,0.005934765,0,0,0,0.022358283,0.044697469,0.016887613,0,0,0,0.00206119,0.024065579,0.013987855,0.006470631,0.002378517,0.095418583,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_604,0.059387287,0.094461142,0,0,0,0,0,0,0,0,0,0,0,0.044807328,0,0,0,0,0,0,0,0,0,0,0,0,0.094461142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_606,0.0491481,0.094461142,0,0,0,0,0,0,0,0,0,0,0,0.054764513,0,0,0,0,0,0,0,0,0,0,0,0,0.094461142,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_467,0.094200524,0.008587377,0.005759373,0,0,0,0,0,0,0,0,0,0,0.027382256,0.01747077,0.036117226,0.007057495,0.021953897,0.006139254,0.003248483,0,0,0,0.00329126,0,0,0.094200524,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV_635,0,0,0.094069765,0,0,0,0,0,0,0.001534888,0,0,0,0,0.014782959,0,0,0,0,0,0,0,0,0,0,0,0.094069765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens
ASV_340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001374127,0.030081973,0.092978097,0.030196276,0.027947577,0.092978097,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_389,0.020478375,0.02576213,0,0,0,0,0,0,0,0,0,0,0,0,0.029565919,0.092872867,0.058812459,0.057417884,0.010743694,0,0,0,0,0,0,0,0.092872867,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA
ASV_210,0,0,0,0.026505162,0.090789966,0.066966154,0,0,0.016367684,0.037860571,0.034517872,0.070425879,0.011472857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090789966,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_618,0.022526212,0.090167454,0,0,0,0,0,0,0,0,0,0,0,0.084636065,0,0,0,0,0,0,0,0,0,0,0,0,0.090167454,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
ASV_239,0,0,0.049914569,0.09011755,0.049606889,0.060455556,0.01087518,0.030078307,0.009493257,0.033767536,0.009780064,0.017804295,0.0040155,0,0,0,0.029406229,0,0.013813321,0,0,0,0,0,0,0,0.09011755,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
ASV_317,0.014334862,0.034349506,0.088310392,0,0,0.012091111,0.026508252,0.02074366,0.002291476,0,0,0,0,0.059743105,0.08735385,0.018918547,0,0.033775226,0.003069627,0,0,0,0.008272543,0.00658252,0,0,0.088310392,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_596,0,0,0.088310392,0,0,0,0,0,0,0,0,0,0,0,0.008063432,0,0,0.030397703,0,0,0,0,0,0,0,0,0.088310392,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018819987,0.008443806,0,0.005197573,0.001729156,0.010305949,0.063172144,0.087218392,0.033072112,0.022595914,0.087218392,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_192,0,0,0,0.03445671,0.055222763,0.084637778,0.082923248,0.030078307,0.002618829,0.003581405,0,0,0,0,0,0,0.051754964,0,0.034533302,0.027936953,0.002881927,0.004809443,0.086485673,0.083927132,0.02732044,0.028542207,0.086485673,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
ASV_545,0.083961337,0.085873766,0,0,0,0,0,0,0,0,0,0,0,0.069700289,0,0,0,0,0,0,0,0,0,0,0,0,0.085873766,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade
ASV_338,0,0,0,0,0,0,0,0.002074366,0,0.001534888,0,0,0,0,0,0,0.005881246,0,0,0.00194909,0.002305542,0.006870633,0.04512296,0.084749947,0.020849809,0.015460362,0.084749947,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
ASV_296,0,0,0.08447081,0.043733517,0.026207413,0.026972479,0,0.016594928,0,0.005116293,0.002013543,0,0.00200775,0,0.005375622,0.030957622,0,0.040530271,0.00230222,0,0,0.004809443,0.051891404,0.00493689,0.002875836,0.010703328,0.08447081,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
ASV_724,0,0,0.08447081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08447081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_473,0,0,0.005759373,0,0,0,0.002718795,0,0,0,0,0,0,0,0.05241231,0.030957622,0.015291239,0.084438065,0,0,0.000576385,0,0,0,0,0,0.084438065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV_415,0,0,0,0,0,0,0,0,0,0,0,0,0.006310071,0,0,0,0,0,0,0,0,0,0,0,0,0.084437362,0.084437362,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_636,0.083961337,0,0.003839582,0,0,0,0,0,0,0,0,0,0,0.009957184,0,0.010319207,0,0,0,0.00389818,0,0,0,0.00329126,0,0,0.083961337,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
ASV_685,0.083961337,0,0,0,0,0,0,0,0,0,0,0,0,0.02489296,0,0,0,0,0,0,0,0,0,0,0,0,0.083961337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_586,0.083961337,0.051524259,0,0,0,0,0,0,0,0,0,0,0,0.052275217,0,0,0,0,0,0,0,0,0,0,0,0,0.083961337,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_277,0,0,0.074871854,0,0.027143392,0,0,0.02074366,0,0.010744216,0.008341819,0.00791302,0.013193785,0,0,0,0.064693705,0.082749303,0,0,0,0,0.026321727,0,0,0.018433509,0.082749303,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1_aquatic_group,NA
ASV_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082725427,0.069116461,0,0,0.082725427,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
